;0;1;2;3
1871;tt0088399;Widziadlo;1984;['Drama', ' Horror']
1872;tt0088454;Zombie Island Massacre;1984;['Horror']
1873;tt0088679;After Darkness;1985;['Drama', ' Horror', ' Thriller']
1874;tt0088691;The Alchemist;1983;['Horror']
1875;tt0088745;L'assassino è ancora tra noi;1986;['Horror', ' Mystery', ' Thriller']
1876;tt0088751;The Naked Monster;2005;['Comedy', ' Horror', ' Sci-Fi']
1877;tt0088752;Attack of the Beast Creatures;1985;['Horror']
1878;tt0088772;The Barbaric Beast of Boggy Creek, Part II;1984;['Adventure', ' Drama', ' Horror']
1879;tt0088807;Billy the Kid and the Green Baize Vampire;1987;['Comedy', ' Horror', ' Musical']
1880;tt0088816;Blackout;1985;['Crime', ' Drama', ' Horror']
1881;tt0088827;Blood Tracks;1985;['Horror', ' Thriller']
1882;tt0088828;Bloody Wednesday;1988;['Crime', ' Horror', ' Thriller']
1883;tt0088830;The Blue Man;1985;['Horror']
1884;tt0088851;The Bride;1985;['Fantasy', ' Horror', ' Romance']
1885;tt0088889;Cat's Eye;1985;['Comedy', ' Horror', ' Thriller']
1886;tt0088959;Criminally Insane 2;1987;['Horror', ' Thriller']
1887;tt0088961;Creature;1985;['Horror', ' Sci-Fi']
1888;tt0088967;Crimewave;1985;['Comedy', ' Crime', ' Horror']
1889;tt0088993;Day of the Dead;1985;['Horror', ' Thriller']
1890;tt0089002;Death Warmed Up;1984;['Horror', ' Sci-Fi']
1891;tt0089013;Dèmoni;1985;['Horror']
1892;tt0089038;Don't Open Till Christmas;1984;['Horror', ' Mystery']
1893;tt0089060;Ragewar;1984;['Fantasy', ' Horror', ' Sci-Fi']
1894;tt0089109;Evils of the Night;1985;['Horror', ' Sci-Fi']
1895;tt0089173;Friday the 13th: A New Beginning;1985;['Horror', ' Mystery', ' Thriller']
1896;tt0089175;Fright Night;1985;['Fantasy', ' Horror', ' Thriller']
1897;tt0089181;Future-Kill;1985;['Adventure', ' Comedy', ' Horror']
1898;tt0089200;Ghoulies;1984;['Comedy', ' Fantasy', ' Horror']
1899;tt0089238;Gui xin niang;1987;['Horror']
1900;tt0089254;Hard Rock Zombies;1985;['Comedy', ' Horror', ' Music']
1901;tt0089269;Hellhole;1985;['Action', ' Drama', ' Horror']
1902;tt0089274;The Hills Have Eyes Part II;1984;['Horror', ' Thriller']
1903;tt0089280;Hobgoblins;1988;['Comedy', ' Horror', ' Sci-Fi']
1904;tt0089299;Horror House on Highway Five;1985;['Horror']
1905;tt0089308;Howling II: Stirba - Werewolf Bitch;1985;['Horror', ' Thriller']
1906;tt0089326;Igor and the Lunatics;1985;['Horror']
1907;tt0089338;Inferno in diretta;1985;['Adventure', ' Horror', ' Thriller']
1908;tt0089395;Kai xin gui: Fang shu jia;1985;['Comedy', ' Horror']
1909;tt0089489;Lifeforce;1985;['Action', ' Horror', ' Mystery']
1910;tt0089547;La mansión de los muertos vivientes;1982;['Horror']
1911;tt0089561;Mask of Murder;1988;['Horror', ' Mystery', ' Thriller']
1912;tt0089562;Nudo e selvaggio;1985;['Action', ' Adventure', ' Horror']
1913;tt0089574;Medium;1985;['Horror', ' Mystery', ' Thriller']
1914;tt0089630;Mr. Wrong;1984;['Horror', ' Thriller']
1915;tt0089639;Murder Elite;1985;['Drama', ' Horror', ' Thriller']
1916;tt0089679;The New Kids;1985;['Crime', ' Drama', ' Horror']
1917;tt0089686;A Nightmare on Elm Street Part 2: Freddy's Revenge;1985;['Horror']
1918;tt0089700;Noe helt annet;1985;['Comedy', ' Horror']
1919;tt0089735;The Oracle;1985;['Crime', ' Horror']
1920;tt0089752;Otra vuelta de tuerca;1985;['Horror', ' Thriller']
1921;tt0089823;A Polish Vampire in Burbank;1983;['Comedy', ' Horror']
1922;tt0089861;Qi yuan;1986;['Action', ' Horror']
1923;tt0089885;Re-Animator;1985;['Comedy', ' Horror', ' Sci-Fi']
1924;tt0089894;Reel Horror;1985;['Horror']
1925;tt0089907;The Return of the Living Dead;1985;['Comedy', ' Horror', ' Sci-Fi']
1926;tt0090021;Silver Bullet;1985;['Horror']
1927;tt0090057;Spookies;1986;['Comedy', ' Horror']
1928;tt0090093;Stryker's War;1985;['Action', ' Adventure', ' Horror']
1929;tt0090094;The Stuff;1985;['Comedy', ' Horror', ' Sci-Fi']
1930;tt0090145;Tenement;1985;['Action', ' Crime', ' Horror']
1931;tt0090148;Terminal Choice;1985;['Horror', ' Thriller']
1932;tt0090149;Terror in the Swamp;1985;['Horror', ' Sci-Fi']
1933;tt0090183;The Tomb;1986;['Horror', ' Fantasy']
1934;tt0090190;The Toxic Avenger;1984;['Action', ' Comedy', ' Horror']
1935;tt0090196;Transylvania 6-5000;1985;['Comedy', ' Fantasy', ' Horror']
1936;tt0090197;Tras el cristal;1986;['Drama', ' Horror']
1937;tt0090233;Underworld;1985;['Action', ' Horror', ' Sci-Fi']
1938;tt0090249;¡Vampiros en La Habana!;1985;['Animation', ' Comedy', ' Horror']
1939;tt0090271;Vlci bouda;1987;['Adventure', ' Drama', ' Horror']
1940;tt0090322;Wild beasts - Belve feroci;1984;['Horror']
1941;tt0090327;Witchboard;1986;['Horror', ' Mystery', ' Thriller']
1942;tt0090582;The Abomination;1986;['Horror']
1943;tt0090644;Angustia;1987;['Horror', ' Thriller']
1944;tt0090655;April Fool's Day;1986;['Horror', ' Mystery']
1945;tt0090750;Blood Hook;1986;['Comedy', ' Horror']
1946;tt0090771;Breeders;1986;['Horror', ' Sci-Fi']
1947;tt0090773;Bridge to Nowhere;1986;['Drama', ' Horror', ' Thriller']
1948;tt0090788;Camping del terrore;1986;['Horror', ' Mystery']
1949;tt0090807;Cassandra;1987;['Horror', ' Thriller']
1950;tt0090837;Chopping Mall;1986;['Comedy', ' Horror', ' Sci-Fi']
1951;tt0090849;Class of Nuke 'Em High;1986;['Comedy', ' Horror', ' Sci-Fi']
1952;tt0090866;Combat Shock;1984;['Drama', ' Horror', ' Thriller']
1953;tt0090881;Crawlspace;1986;['Horror', ' Thriller']
1954;tt0090887;Critters;1986;['Comedy', ' Horror', ' Sci-Fi']
1955;tt0090915;Dead End Drive-In;1986;['Action', ' Drama', ' Horror']
1956;tt0090917;Deadly Friend;1986;['Drama', ' Horror', ' Sci-Fi']
1957;tt0090930;Dèmoni 2... l'incubo ritorna;1986;['Horror']
1958;tt0091020;Evil in the Woods;1986;['Comedy', ' Fantasy', ' Horror']
1959;tt0091064;The Fly;1986;['Drama', ' Horror', ' Sci-Fi']
1960;tt0091080;Friday the 13th Part VI: Jason Lives;1986;['Horror', ' Thriller']
1961;tt0091083;From Beyond;1986;['Horror', ' Sci-Fi']
1962;tt0091096;Ga, Ga - Chwala bohaterom;1986;['Comedy', ' Horror', ' Sci-Fi']
1963;tt0091118;Girls School Screamers;1986;['Horror']
1964;tt0091192;Hell High;1989;['Crime', ' Horror', ' Thriller']
1965;tt0091193;Hell Hunters;1987;['Action', ' Horror']
1966;tt0091223;House;1985;['Comedy', ' Fantasy', ' Horror']
1967;tt0091276;Invaders from Mars;1986;['Horror', ' Sci-Fi']
1968;tt0091293;Geung see ga zuk;1986;['Action', ' Comedy', ' Horror']
1969;tt0091305;A Judgment in Stone;1986;['Horror', ' Thriller']
1970;tt0091338;Killer Party;1986;['Comedy', ' Horror']
1971;tt0091339;Killer Workout;1987;['Horror']
1972;tt0091343;The Kindred;1987;['Horror', ' Sci-Fi', ' Thriller']
1973;tt0091380;Las Vegas Serial Killer;1986;['Horror', ' Drama', ' Thriller']
1974;tt0091415;Link;1986;['Horror']
1975;tt0091419;Little Shop of Horrors;1986;['Comedy', ' Horror', ' Musical']
1976;tt0091446;Lucker;1986;['Horror', ' Thriller']
1977;tt0091462;The Majorettes;1987;['Action', ' Crime', ' Horror']
1978;tt0091474;Manhunter;1986;['Crime', ' Horror', ' Mystery']
1979;tt0091499;Maximum Overdrive;1986;['Action', ' Comedy', ' Horror']
1980;tt0091511;Menu total;1986;['Comedy', ' Horror', ' Thriller']
1981;tt0091544;Monster in the Closet;1986;['Comedy', ' Horror', ' Sci-Fi']
1982;tt0091553;Morirai a mezzanotte;1986;['Horror', ' Mystery', ' Thriller']
1983;tt0091556;Mort un dimanche de pluie;1986;['Horror', ' Thriller']
1984;tt0091560;Mountaintop Motel Massacre;1983;['Horror']
1985;tt0091561;Blood Theatre;1984;['Comedy', ' Horror']
1986;tt0091617;Necropolis;1986;['Horror']
1987;tt0091630;Night of the Creeps;1986;['Comedy', ' Horror', ' Sci-Fi']
1988;tt0091631;Nightmare Weekend;1986;['Horror', ' Sci-Fi']
1989;tt0091647;Nomads;1986;['Horror', ' Mystery', ' Thriller']
1990;tt0091651;Nosferatu a Venezia;1988;['Horror']
1991;tt0091671;The Offspring;1987;['Action', ' Drama', ' Horror']
1992;tt0091707;The Outing;1987;['Horror']
1993;tt0091778;Poltergeist II: The Other Side;1986;['Horror']
1994;tt0091799;Psycho III;1986;['Horror', ' Mystery', ' Thriller']
1995;tt0091829;Rawhead Rex;1986;['Fantasy', ' Horror', ' Mystery']
1996;tt0091847;La revanche des mortes vivantes;1987;['Horror']
1997;tt0091898;Scared Stiff;1987;['Horror']
1998;tt0091902;Schiave bianche - Violenza in Amazzonia;1985;['Adventure', ' Drama', ' Horror']
1999;tt0091932;Shadows Run Black;1984;['Crime', ' Horror']
2000;tt0091969;Slaughter High;1986;['Horror', ' Thriller']
2001;tt0091990;Sorority House Massacre;1986;['Horror']
2002;tt0092006;Star Crystal;1986;['Horror', ' Sci-Fi', ' Thriller']
2003;tt0092030;The Supernaturals;1986;['Horror', ' Mystery', ' Sci-Fi']
2004;tt0092072;Terror at Tenkiller;1986;['Horror', ' Thriller']
2005;tt0092074;TerrorVision;1986;['Comedy', ' Horror', ' Sci-Fi']
2006;tt0092076;The Texas Chainsaw Massacre 2;1986;['Comedy', ' Horror']
2007;tt0092112;Trick or Treat;1986;['Comedy', ' Horror', ' Music']
2008;tt0092115;Troll;1986;['Comedy', ' Fantasy', ' Horror']
2009;tt0092118;Truth or Dare?: A Critical Madness;1986;['Horror']
2010;tt0092122;Twisted;1986;['Horror', ' Thriller']
2011;tt0092147;Vamp;1986;['Comedy', ' Fantasy', ' Horror']
2012;tt0092240;The Wraith;1986;['Action', ' Horror', ' Romance']
2013;tt0092252;Hung mau;1987;['Action', ' Comedy', ' Horror']
2014;tt0092254;Huet mui gwai;1988;['Crime', ' Drama', ' Horror']
2015;tt0092288;The Zero Boys;1986;['Action', ' Thriller', ' Horror']
2016;tt0092296;Zombie Brigade;1988;['Drama', ' Fantasy', ' Horror']
2017;tt0092297;Zombie Nightmare;1987;['Fantasy', ' Horror']
2018;tt0092516;Aenigma;1987;['Horror', ' Mystery', ' Romance']
2019;tt0092530;Alien Predator;1986;['Drama', ' Horror', ' Sci-Fi']
2020;tt0092563;Angel Heart;1987;['Horror', ' Mystery', ' Thriller']
2021;tt0092575;Appointment with Fear;1985;['Fantasy', ' Horror']
2022;tt0092576;Deliria;1987;['Horror', ' Thriller']
2023;tt0092577;Arabella l'angelo nero;1989;['Horror', ' Mystery', ' Thriller']
2024;tt0092596;El aullido del diablo;1988;['Horror']
2025;tt0092610;Bad Taste;1987;['Comedy', ' Horror', ' Sci-Fi']
2026;tt0092625;El ataque de los pájaros;1987;['Horror', ' Thriller']
2027;tt0092632;The Believers;1987;['Crime', ' Drama', ' Horror']
2028;tt0092669;Blood Diner;1987;['Comedy', ' Horror']
2029;tt0092670;Blood Frenzy;1987;['Horror']
2030;tt0092671;Blood Harvest;1987;['Horror']
2031;tt0092672;Blood Relations;1988;['Horror']
2032;tt0092673;Blood Sisters;1987;['Horror', ' Thriller']
2033;tt0092676;Bloody New Year;1987;['Horror', ' Mystery', ' Sci-Fi']
2034;tt0092677;Blue Monkey;1987;['Horror']
2035;tt0092691;Born of Fire;1987;['Drama', ' Fantasy', ' Horror']
2036;tt0092722;Caramelle da uno sconosciuto;1987;['Drama', ' Horror', ' Mystery']
2037;tt0092744;Cheerleader Camp;1988;['Comedy', ' Horror', ' Thriller']
2038;tt0092750;Chillers;1987;['Horror']
2039;tt0092776;Confessions of a Serial Killer;1985;['Crime', ' Horror', ' Thriller']
2040;tt0092795;Creepozoids;1987;['Horror', ' Sci-Fi']
2041;tt0092796;Creepshow 2;1987;['Fantasy', ' Horror']
2042;tt0092809;The Curse;1987;['Horror', ' Sci-Fi']
2043;tt0092830;Dark Age;1987;['Adventure', ' Horror']
2044;tt0092831;Dark Tower;1989;['Horror', ' Mystery', ' Thriller']
2045;tt0092842;Dead of Winter;1987;['Drama', ' Horror', ' Thriller']
2046;tt0092850;Deadtime Stories;1986;['Comedy', ' Horror']
2047;tt0092863;Deep Space;1988;['Horror', ' Sci-Fi']
2048;tt0092865;Un delitto poco comune;1988;['Horror', ' Thriller']
2049;tt0092870;Demon of Paradise;1987;['Horror', ' Thriller']
2050;tt0092872;Deranged;1987;['Horror']
2051;tt0092873;Descanse en piezas;1987;['Horror']
2052;tt0092900;Distortions;1987;['Horror', ' Thriller']
2053;tt0092906;Dolls;1987;['Horror']
2054;tt0092910;Doom Asylum;1988;['Comedy', ' Horror']
2055;tt0092972;Epidemic;1987;['Drama', ' Horror']
2056;tt0092992;Evil Spawn;1987;['Horror', ' Sci-Fi']
2057;tt0093041;Forever Evil;1987;['Horror']
2058;tt0093043;Le foto di Gioia;1987;['Horror', ' Mystery', ' Thriller']
2059;tt0093075;The Gate;1987;['Fantasy', ' Horror']
2060;tt0093088;Ghost Fever;1986;['Comedy', ' Horror']
2061;tt0093090;La casa 3;1988;['Horror', ' Mystery', ' Thriller']
2062;tt0093091;Ghoulies II;1987;['Comedy', ' Horror']
2063;tt0093101;Gokiburi-tachi no tasogare;1987;['Animation', ' Drama', ' Horror']
2064;tt0093115;Graveyard Shift;1987;['Horror']
2065;tt0093119;Grizzly II: The Predator;1983;['Horror', ' Music', ' Thriller']
2066;tt0093170;Hei tai yang 731;1988;['Drama', ' History', ' Horror']
2067;tt0093176;Hello Mary Lou: Prom Night II;1987;['Horror', ' Thriller']
2068;tt0093177;Hellraiser;1987;['Horror', ' Thriller']
2069;tt0093185;The Hidden;1987;['Horror', ' Sci-Fi', ' Thriller']
2070;tt0093220;House II: The Second Story;1987;['Comedy', ' Fantasy', ' Horror']
2071;tt0093227;Howling III;1987;['Comedy', ' Horror']
2072;tt0093232;Hunter's Blood;1986;['Adventure', ' Horror', ' Thriller']
2073;tt0093238;I Was a Teenage Zombie;1987;['Comedy', ' Horror']
2074;tt0093286;It's Alive III: Island of the Alive;1987;['Horror', ' Sci-Fi']
2075;tt0093300;Jaws: The Revenge;1987;['Adventure', ' Horror', ' Thriller']
2076;tt0093309;Jiang shi zhi zun;1991;['Comedy', ' Horror']
2077;tt0093346;Killing Spree;1987;['Horror']
2078;tt0093422;Ling huan xian sheng;1987;['Action', ' Comedy', ' Horror']
2079;tt0093437;The Lost Boys;1987;['Comedy', ' Horror']
2080;tt0093468;There Was a Little Girl;1981;['Horror']
2081;tt0093522;Mang gwai chai goon;1987;['Action', ' Comedy', ' Horror']
2082;tt0093523;Mang gwai dai ha;1989;['Comedy', ' Crime', ' Horror']
2083;tt0093533;Miami Golem;1985;['Action', ' Horror', ' Sci-Fi']
2084;tt0093563;Moon in Scorpio;1987;['Drama', ' Horror', ' Mystery']
2085;tt0093582;Munchies;1987;['Comedy', ' Fantasy', ' Horror']
2086;tt0093589;My Demon Lover;1987;['Comedy', ' Fantasy', ' Horror']
2087;tt0093608;Nekromantik;1987;['Horror']
2088;tt0093614;The Newlydeads;1988;['Horror']
2089;tt0093621;The Night Stalker;1986;['Crime', ' Drama', ' Horror']
2090;tt0093624;Night of the Demons;1988;['Comedy', ' Fantasy', ' Horror']
2091;tt0093626;Nightflyers;1987;['Horror', ' Sci-Fi', ' Thriller']
2092;tt0093628;Nightmare Sisters;1988;['Comedy', ' Fantasy', ' Horror']
2093;tt0093629;A Nightmare on Elm Street 3: Dream Warriors;1987;['Fantasy', ' Horror']
2094;tt0093676;Open House;1987;['Horror', ' Thriller']
2095;tt0093677;Opera;1987;['Horror', ' Mystery', ' Thriller']
2096;tt0093712;Pehavý Max a strasidlá;1987;['Comedy', ' Fantasy', ' Horror']
2097;tt0093741;The Pink Chiquitas;1987;['Comedy', ' Horror', ' Sci-Fi']
2098;tt0093775;Prettykill;1987;['Crime', ' Drama', ' Horror']
2099;tt0093777;Prince of Darkness;1987;['Horror']
2100;tt0093800;Psychos in Love;1987;['Comedy', ' Horror']
2101;tt0093833;Redneck Zombies;1989;['Comedy', ' Horror']
2102;tt0093840;Remando al viento;1988;['Drama', ' Horror', ' Mystery']
2103;tt0093854;Return to Horror High;1987;['Comedy', ' Horror']
2104;tt0093855;A Return to Salem's Lot;1987;['Comedy', ' Horror', ' Thriller']
2105;tt0093873;Rock 'n' Roll Nightmare;1987;['Comedy', ' Horror', ' Music']
2106;tt0093974;Silent Night, Deadly Night 2;1987;['Horror', ' Thriller']
2107;tt0093978;Sien lui yau wan;1987;['Action', ' Fantasy', ' Horror']
2108;tt0093990;Slaughterhouse;1987;['Comedy', ' Horror']
2109;tt0093995;Slugs, muerte viscosa;1988;['Horror']
2110;tt0093996;Slumber Party Massacre II;1987;['Comedy', ' Horror', ' Music']
2111;tt0094015;Spettri;1987;['Horror']
2112;tt0094035;The Stepfather;1987;['Horror', ' Thriller']
2113;tt0094038;The Stick;1988;['Action', ' Horror', ' War']
2114;tt0094057;Street Trash;1987;['Comedy', ' Horror']
2115;tt0094061;Stripped to Kill;1987;['Crime', ' Drama', ' Horror']
2116;tt0094070;Summer Camp Nightmare;1987;['Drama', ' Horror', ' Thriller']
2117;tt0094123;Terror Eyes;1989;['Horror', ' Comedy', ' Thriller']
2118;tt0094124;Terror Night;1987;['Horror']
2119;tt0094125;Terror Squad;1988;['Action', ' Horror', ' Thriller']
2120;tt0094242;Vec vidjeno;1987;['Drama', ' Horror', ' Romance']
2121;tt0094271;Violent Shit;1989;['Horror']
2122;tt0094320;White of the Eye;1987;['Horror', ' Thriller']
2123;tt0094332;The Witches of Eastwick;1987;['Comedy', ' Fantasy', ' Horror']
2124;tt0094383;Zombie High;1987;['Comedy', ' Horror']
2125;tt0094591;The 13th Floor;1988;['Horror']
2126;tt0094597;976-EVIL;1988;['Comedy', ' Horror']
2127;tt0094620;After Death (Oltre la morte);1989;['Action', ' Horror']
2128;tt0094627;Al filo del hacha;1988;['Horror', ' Mystery', ' Thriller']
2129;tt0094632;Transformations;1988;['Horror', ' Sci-Fi']
2130;tt0094642;American Gothic;1987;['Horror']
2131;tt0094645;The American Scream;1988;['Comedy', ' Horror']
2132;tt0094671;Apprentice to Murder;1988;['Drama', ' Horror', ' Mystery']
2133;tt0094693;B.O.R.N.;1989;['Horror', ' Thriller']
2134;tt0094701;Bad Dreams;1988;['Horror', ' Thriller']
2135;tt0094713;Baxter;1989;['Comedy', ' Drama', ' Horror']
2136;tt0094720;Bees Saal Baad;1989;['Horror', ' Mystery']
2137;tt0094730;Besökarna;1988;['Horror']
2138;tt0094734;Beverly Hills Vamp;1989;['Comedy', ' Horror']
2139;tt0094752;Black Roses;1988;['Horror', ' Music']
2140;tt0094761;The Blob;1988;['Horror', ' Sci-Fi', ' Thriller']
2141;tt0094762;Delirio di sangue;1988;['Horror']
2142;tt0094793;Brain Damage;1988;['Comedy', ' Drama', ' Horror']
2143;tt0094794;The Brain;1988;['Horror', ' Sci-Fi']
2144;tt0094837;The Carrier;1988;['Drama', ' Horror', ' Thriller']
2145;tt0094849;Celia;1989;['Drama', ' Fantasy', ' Horror']
2146;tt0094850;Cellar Dweller;1988;['Fantasy', ' Horror']
2147;tt0094860;La chiesa;1989;['Horror']
2148;tt0094862;Child's Play;1988;['Fantasy', ' Horror', ' Thriller']
2149;tt0094886;Clownhouse;1989;['Horror']
2150;tt0094919;Critters 2;1988;['Comedy', ' Horror', ' Sci-Fi']
2151;tt0094929;Curse II: The Bite;1989;['Horror']
2152;tt0094930;Curse of the Queerwolf;1988;['Comedy', ' Horror']
2153;tt0094942;Dance of the Damned;1989;['Drama', ' Horror', ' Romance']
2154;tt0094961;Dead Heat;1988;['Action', ' Comedy', ' Horror']
2155;tt0094962;The Dead Next Door;1989;['Horror']
2156;tt0094964;Dead Ringers;1988;['Drama', ' Horror', ' Thriller']
2157;tt0094969;Deadly Dreams;1988;['Horror', ' Thriller']
2158;tt0094975;Death Row Diner;1988;['Horror']
2159;tt0094976;Death by Dialogue;1988;['Horror']
2160;tt0094996;Demon Warrior;1988;['Horror']
2161;tt0094997;Demonia;1990;['Horror', ' Mystery']
2162;tt0094998;Demonwarp;1988;['Horror', ' Mystery', ' Sci-Fi']
2163;tt0095005;Destroyer;1988;['Horror', ' Thriller']
2164;tt0095012;Diabel;1972;['Drama', ' History', ' Horror']
2165;tt0095043;Doctor Hackenstein;1988;['Comedy', ' Horror', ' Sci-Fi']
2166;tt0095063;Dream Demon;1988;['Horror']
2167;tt0095064;The Dreaming;1988;['Drama', ' Horror', ' Mystery']
2168;tt0095088;Elvira: Mistress of the Dark;1988;['Comedy', ' Horror']
2169;tt0095120;Evil Laugh;1986;['Comedy', ' Horror']
2170;tt0095125;Faceless;1987;['Horror', ' Thriller']
2171;tt0095126;Mamba;1988;['Horror', ' Thriller']
2172;tt0095140;Fatal Pulse;1988;['Crime', ' Thriller', ' Horror']
2173;tt0095162;San gau;1980;['Horror', ' Thriller']
2174;tt0095173;Frankenstein General Hospital;1988;['Comedy', ' Horror', ' Sci-Fi']
2175;tt0095175;I frati rossi;1988;['Horror']
2176;tt0095179;Friday the 13th Part VII: The New Blood;1988;['Horror', ' Thriller']
2177;tt0095215;Ghost Town;1988;['Action', ' Horror', ' Western']
2178;tt0095256;Grotesque;1988;['Horror']
2179;tt0095271;Halloween 4: The Return of Michael Myers;1988;['Horror', ' Thriller']
2180;tt0095278;Hard Rock Nightmare;1988;['Horror']
2181;tt0095285;Heartstopper;1989;['Horror']
2182;tt0095286;Heart of Midnight;1988;['Drama', ' Horror', ' Thriller']
2183;tt0095294;Hellbound: Hellraiser II;1988;['Horror', ' Thriller']
2184;tt0095299;Hide and Go Shriek;1988;['Horror', ' Thriller']
2185;tt0095312;Hollywood Chainsaw Hookers;1988;['Comedy', ' Horror']
2186;tt0095314;Hollywood's New Blood;1988;['Horror']
2187;tt0095332;The House of Usher;1989;['Horror']
2188;tt0095350;Iced;1989;['Horror']
2189;tt0095389;Jack's Back;1988;['Crime', ' Horror', ' Mystery']
2190;tt0095414;Judgement Day;1988;['Horror']
2191;tt0095423;Kadaicha;1988;['Horror']
2192;tt0095444;Killer Klowns from Outer Space;1988;['Comedy', ' Horror', ' Sci-Fi']
2193;tt0095454;The Kiss;1988;['Drama', ' Fantasy', ' Horror']
2194;tt0095472;Kurutta Butokai;1989;['Drama', ' Horror', ' Thriller']
2195;tt0095473;Kuutamosonaatti;1988;['Comedy', ' Horror', ' Thriller']
2196;tt0095483;Pembalasan Ratu Pantai Selatan;1989;['Action', ' Horror']
2197;tt0095484;Lady in White;1988;['Fantasy', ' Horror', ' Mystery']
2198;tt0095488;The Lair of the White Worm;1988;['Comedy', ' Horror']
2199;tt0095539;Lone Wolf;1988;['Horror', ' Music', ' Mystery']
2200;tt0095556;Lucky Stiff;1988;['Comedy', ' Horror']
2201;tt0095557;Lurkers;1988;['Horror']
2202;tt0095583;Maniac Cop;1988;['Action', ' Crime', ' Horror']
2203;tt0095608;Meet the Hollowheads;1989;['Comedy', ' Horror', ' Sci-Fi']
2204;tt0095611;Memorial Valley Massacre;1989;['Horror', ' Thriller']
2205;tt0095616;Meng gui fo tiao qiang;1988;['Comedy', ' Horror']
2206;tt0095617;Mang gwai hok tong;1988;['Action', ' Comedy', ' Horror']
2207;tt0095630;Midnight Movie Massacre;1988;['Comedy', ' Horror', ' Sci-Fi']
2208;tt0095652;Monkey Shines;1988;['Drama', ' Horror', ' Sci-Fi']
2209;tt0095679;Maxie;1973;['Horror', ' Thriller']
2210;tt0095684;My Best Friend Is a Vampire;1987;['Comedy', ' Horror', ' Romance']
2211;tt0095716;Necromancer;1988;['Horror']
2212;tt0095719;The Nest;1987;['Horror', ' Sci-Fi']
2213;tt0095728;Il nido del ragno;1988;['Horror', ' Mystery', ' Thriller']
2214;tt0095734;Night Wars;1988;['Horror', ' Mystery', ' Sci-Fi']
2215;tt0095740;Nightmare Beach;1989;['Horror']
2216;tt0095742;A Nightmare on Elm Street 4: The Dream Master;1988;['Horror']
2217;tt0095756;Not of This Earth;1988;['Comedy', ' Horror', ' Sci-Fi']
2218;tt0095803;Out of the Dark;1988;['Comedy', ' Horror', ' Thriller']
2219;tt0095812;Paganini Horror;1989;['Horror', ' Music']
2220;tt0095834;Pathos - Segreta inquietudine;1988;['Horror', ' Mystery', ' Sci-Fi']
2221;tt0095851;Perfect Victims;1988;['Horror', ' Thriller']
2222;tt0095863;Phantasm II;1988;['Action', ' Fantasy', ' Horror']
2223;tt0095871;Pin;1988;['Horror', ' Thriller']
2224;tt0095878;Pledge Night;1990;['Comedy', ' Horror']
2225;tt0095889;Poltergeist III;1988;['Horror', ' Thriller']
2226;tt0095900;Prime Evil;1988;['Horror']
2227;tt0095904;Prison;1987;['Crime', ' Drama', ' Horror']
2228;tt0095922;Psycho Cop;1989;['Horror']
2229;tt0095924;Pulse;1988;['Horror', ' Sci-Fi']
2230;tt0095925;Pumpkinhead;1988;['Fantasy', ' Horror']
2231;tt0095942;Quella villa in fondo al parco;1988;['Horror']
2232;tt0095952;Minaccia d'amore;1988;['Horror', ' Mystery']
2233;tt0095971;Rejuvenatrix;1988;['Horror', ' Sci-Fi']
2234;tt0095984;Retribution;1987;['Horror', ' Mystery']
2235;tt0095989;Return of the Killer Tomatoes!;1988;['Comedy', ' Horror', ' Sci-Fi']
2236;tt0095990;Return of the Living Dead: Part II;1988;['Comedy', ' Horror', ' Sci-Fi']
2237;tt0096039;Saturday the 14th Strikes Back;1988;['Comedy', ' Fantasy', ' Horror']
2238;tt0096046;Scarecrows;1988;['Action', ' Crime', ' Horror']
2239;tt0096071;The Serpent and the Rainbow;1988;['Fantasy', ' Horror']
2240;tt0096073;The Seventh Sign;1988;['Drama', ' Fantasy', ' Horror']
2241;tt0096117;Slaughterhouse Rock;1988;['Comedy', ' Horror']
2242;tt0096118;Sleepaway Camp II: Unhappy Campers;1988;['Comedy', ' Horror']
2243;tt0096142;Sorority Babes in the Slimeball Bowl-O-Rama;1988;['Comedy', ' Horror']
2244;tt0096152;Spellbinder;1988;['Drama', ' Horror', ' Romance']
2245;tt0096153;Spellcaster;1988;['Horror', ' Mystery']
2246;tt0096239;Teen Vamp;1988;['Comedy', ' Fantasy', ' Horror']
2247;tt0096240;Teito monogatari;1988;['Horror', ' Sci-Fi', ' Thriller']
2248;tt0096246;The Terror Within;1989;['Horror', ' Sci-Fi']
2249;tt0096251;Tetsuo;1989;['Fantasy', ' Horror', ' Sci-Fi']
2250;tt0096256;They Live;1988;['Action', ' Horror', ' Sci-Fi']
2251;tt0096319;Twice Dead;1988;['Thriller', ' Horror']
2252;tt0096335;The Understudy: Graveyard Shift II;1988;['Horror']
2253;tt0096340;The Unholy;1988;['Horror']
2254;tt0096343;Unmasked Part 25;1988;['Comedy', ' Drama', ' Horror']
2255;tt0096344;The Unnamable;1988;['Horror']
2256;tt0096364;Vampire at Midnight;1988;['Drama', ' Horror', ' Thriller']
2257;tt0096425;Watchers;1988;['Action', ' Horror', ' Sci-Fi']
2258;tt0096426;Waxwork;1988;['Comedy', ' Horror']
2259;tt0096453;La casa 4 (Witchcraft);1988;['Horror']
2260;tt0096467;Wu gong zhou;1982;['Horror']
